,Title,Poet,Poem
1820,Hunting the Cotaco Creek,Charles Ghigna,"His hand in hold so trigger-tight its blood
believes in ghosts. It clings with finger set
on steel and waits inside a dream of ducks.
The twilight burns into a rising arc
of eastern sky as sun reveals herself
too proud and instantly receives full-face
a splash of mallard flock. A shotgun blasts
the yellow into streaming pinks and gives
the creek its new-day taste of echoed blood.
Two green head ghosts fly through the pulse of dawn
upon a trigger’﻿s touch. The creek empties
of sound. In silence human fingers find
wet feet of web and carry in each hand
a bird whose only cry comes in color."
1821,A Hymn for Berryman,Charles Ghigna,"You marched into the gray eyes of dawn
feeling older than the bones
that held their ground
like grazing, aged cattle
waiting, eyes closed to the wind,
on a winter, slaughter morning.
You searched through the fog for a sign,
but there was no sun to burn the way,
no burst of rainbow bridge
to keep you from the cattle call."
1822,I Walked in the House,Catherine Wagner,"I walked in the house
on the flat aspect of the wood
I took rectangular instruction of the wood
 
when I walked I turned at the wall
and on the flat I moved steadily
 
unimpeded, not tumbling, climbing or short of breath.
I walked in ease on the flat.
 
 
 
                                                              Something electric charged into our account
and zinged out of it, pre-instructed
 
and paid for the house. I felt
house on my heel then instep and toe.
I had a bad foot and I paid
to get it fixed so I could walk here.
I paid for the house and I paid for the
foot that touches it. I paid to be
directed rectangularly and down a hall.
I curved my body to direct
my waste through a hole. I am helped
and paying for it.
 
all of me exchanged,
housing exchange.
 
 
 
 
 
 
                                   I saw us standing
   up in the world.
And we sank into
   exchange
  vibrating transparency
                 like a sea nettle
              afloat in the night sea
 
the edges of the sea-veil
      tensed slapping above, visible
when the wind crevassed and doilied
 
 
                                                           If there is a ceiling to exchange
                                                                        and above it sky
                                                          I don’t can’t see it and I don’t know why
                                                                        I want it
                                                               above my house which is crystalline gel edges
 
                 because the whole world’s disappeared
                                                                                              viewed as exchange
 
 
 
 
 
 
I broke my arm and the window
integrally to exchange.
 
I paid someone to fix me and improve
the window, triple-glazing it, and warmer
I rebounded       knit in knit up.
All parties to the event’s aftermath
                     were paid.
 
 
 
 
 
 
Suppose I did not go in pain
                   to hospital, did not visit and revisit
for x-rays, left the window smashed
                  and sat here by it,
            stuck up
                among the crystalline
                            and cold.
I was painful and determined
not to play, and with the other unemployed
weighed —
 
                       the ghostship
sagged with holes.
 
 
 
 
 
 

 
                                          —So you want to be a thing outside exchange?
 
                                              Drain out the dying bath
                                              see what color you are?
 
 
 
 
 
The coin changed hands
 
 
identical      with a will
to transact."
1823,Kora in Hell: Improvisations II,William Carlos Williams,"To Flossie

II
1


 

      Why go further? One might conceivably rectify the rhythm, study all out and arrive at the perfection of a tiger lily or a china doorknob. One might lift all out of the ruck, be a worthy successor to—the man in the moon. Instead of breaking the back of a willing phrase why not  try to follow the wheel through—approach death at a walk, take in all the scenery. There﻿’﻿s as much reason one way as the other and then—one never knows—perhaps we’﻿ll bring back Eurydice—this time!

 

  _______________

 
﻿

     Between two contending forces there may at all time
s arrive that moment when the stress is equal on both sides
 so that with a great pushing a great stability results giving
 a picture of perfect rest. And so it may be that once upon
 the way the end drives back upon the beginning and a stop
page will occur. At such a time the poet shrinks from the
 doom that is calling him forgetting the delicate rhythms of
 perfect beauty, preferring in his mind the gross buffetings
 of good and evil fortune.

2

 

      
Ay dio! 
I would say so much were it not for the tunes changing, changing, darting so many ways. One step and the cart’﻿s left you sprawling. Here’﻿s the way! and—you’﻿re hip bogged. And there’﻿s blame of the light too: when eyes are humming birds who’﻿ll tie them with a lead string? But it’﻿s the tunes they want most,—send them skipping out at the tree tops. Whistle then! who’﻿d stop the leaves swarming; curving down the east in their braided jackets? Well enough—but there’﻿s small comfort in naked branches when the heart’﻿s not set that way.

________________  

     A man’﻿s desire is to win his way to some hilltop. But 
against him seem to swarm a hundred jumping devils. These 
are his constant companions, these are the friendly images
 which he has invented out of his mind and which are in
viting him to rest and to disport himself according to hidden
 reasons. The man being half a poet is cast down and longs
 to rid himself of his torment and his tormentors.

  

3

 

      When you hang your clothes on the line you do not expect to see the line broken and them trailing in the mud. Nor would you expect to keep your hands clean by putting them in a dirty pocket. However and of course if you are a market man, fish, cheeses and the like going under your fingers every minute in the hour you would not leave off the business and expect to handle a basket of fine laces without at least mopping yourself on a towel, soiled as it may be. Then how will you expect a fine trickle of words to follow you through the intimacies of this dance without—oh, come let us walk together into the air awhile first. One must be watchman to much secret arrogance before his ways are tuned to these measures. You see there is a dip of the ground between us. You think you can leap up from your gross caresses of these creatures and at a gesture fling it all off and step out in silver to my finger tips. Ah, it is not that I do not wait for you, always! But my sweet fellow—you have broken yourself without purpose, you are—Hark! it is the music! Whence does it come? What! Out of the ground? Is it this that you have been preparing for me? Ha, goodbye, I have a rendezvous in the tips of three birch sisters. 
Encouragez vos musiciens!
 Ask them to play faster. I will return—later. Ah you are kind.—and I? must dance with the wind, make my own snow flakes, whistle a contrapuntal melody to my own fugue! Huzza then, this is the dance of the blue moss bank! Huzza then, this is the mazurka of the hollow log! Huzza then, this is the dance of rain in the cold trees."
1824,Macular Hole,Catherine Wagner,"Please god love me and buy me
 
Read this hillock and ride me
Wraith typing all day for money.
 
God bought me today for two silver fish in a can
God bought me tomorrow for bland in a pan
and a card an email from Rebecca
 
Bought four hours of my control alt delete shut down
Bought a new day-section with a headstand
 
My commerce in shall
 
Sky like a grandstand
Transact
 
God performed me today for a half minute
lucky
in locker room hiding my boobs from the kids
and my hair is silky and my mane shot silk gold
 
Bought a book on economy
Georgie Bataille
Called about plane tickets
Georgie Bataille
I bought my debt today
Georgie Bataille hooray
Debt off my God today
 
God off my debt in a macular hole
 
I dream of an end like a fount to this night
Run thinner and thinner and then it’﻿s all light
Macerated in signal
 
by my go
 
I bought my ghost I walk my ghost"
1825,Orange Berries Dark Green Leaves,John Taggart,"Darkened not completely dark let us walk in the darkened field
trees in the field outlined against that which is less dark
under the trees are bushes with orange berries dark green leaves
not poetry’﻿﻿s mixing of yellow light blue sky darker than that
darkness of the leaves a modulation of the accumulated darkness
orange of the berries another modulation spreading out toward us
it is like the reverberation of a bell rung three times
like the call of a voice the call of a voice that is not there.
 
We will not look up how they got their name in a book of names
we will not trace the name’﻿﻿s root conjecture its first murmuring
the root of the berries their leaves is succoured by darkness
darkness like a large block of stone hauled on a wooden sled
like stone formed and reformed by a dark sea rolling in turmoil."
1826,Poem for Haruko,June Jordan,"I never thought I’d keep a record of my pain
or happiness
like candles lighting the entire soft lace
of the air
around the full length of your hair/a shower
organized by God
in brown and auburn
undulations luminous like particles
of flame
 
But now I do
retrieve an afternoon of apricots
and water interspersed with cigarettes
and sand and rocks
we walked across:
                        How easily you held
my hand
beside the low tide
of the world
 
Now I do
relive an evening of retreat
a bridge I left behind
where all the solid heat
of lust and tender trembling
lay as cruel and as kind
as passion spins its infinite
tergiversations in between the bitter
and the sweet
 
Alone and longing for you
now I do"
1828,Pride Diary,Jenny Factor,"1

Who knew it’﻿﻿﻿s quite all right that I downed three
gin-and-tonics (can’﻿﻿﻿t fit male inside
female part on fanny pack) at four
o’﻿﻿﻿clock the Dyke March day of NY Pride?
Who knew Manhattan streets would liquefy
and lurch with dames sans bras, sans hair, sans shirt
in step with beer-can band led by a skirt-
ed trans in green brassiere, led by the cops
whose sentries are staid as posts with glasses on,
lined up beside the march like S/M tops?
(They seem to think Gay Pride’﻿﻿﻿s this weekend’﻿﻿﻿s yawn.)
(Pit stop at McD’﻿﻿﻿s, can’﻿﻿﻿t clip pack back on.)
Who knew she’﻿﻿﻿d march beside me hand-in-hand
and who’﻿﻿﻿d expect me to remember names
when Liz’﻿﻿﻿s girlfriend saw us and waved “Hi.
It’﻿﻿﻿s . . . Anna”? (CNN shot feed, then frames.)
Booze-stymied by the glare of girls and sky,
how could I choose? Should I grip hand, or pray
wondering: Is today today the day
she’﻿﻿﻿ll let me turn the key, lead her inside?

 
     2

Okay, I’﻿﻿﻿m sober now. Today is just
the kind of day she talks but feels no lust.

 
     3

Beside her isn’﻿﻿﻿t bad. Fan-stirred, the air
is humid and the theater is packed.
An ear-cuffed thespian tries to fix the cold,
our leading ladies sweat it out in back.
A prim man to my right begins to sneeze.
My nose is in agreement. The perfume
from Queen Mother there could clear the room.
This shadow play across her face is fine.
Her arm’﻿﻿﻿s near mine, which means exactly nothing.
Hope’﻿﻿﻿s hope hums on through separate listening.
That skull, opaque to me as Midland’﻿﻿﻿s vault,
her silky crop, its pepper dabbed with salt —
I chuckle at an apt sardonic line.
Her suede complexion, lifts up, checks the time.

 
     4. Les Nouvceaux from La Nouvelle Justine

I don’﻿﻿﻿t love her. She doesn’﻿﻿﻿t love me. Neither
does this waiter who may think it strange
when young girls dine with staid dames twice their age
on salade de Bastille and pain de Sade.
I don’﻿﻿﻿t like sitting by her like wet cloth.
I don’﻿﻿﻿t like restaurants whose queers pawn sex
to the bachelor bunch who want a thrill.
I don’﻿﻿﻿t like dining with my, well, not-ex,
both measuring the humid air for signs
of sparks I see by parts will not ignite.
I’﻿﻿﻿d rather have a knock-down, drag-out fight
that cleared the joint than watch another guy
get spanked by Corset Kris, who’﻿﻿﻿d like to grab
a tit, not spend hip humping hairy thighs.
I’﻿﻿﻿d rather I were twice her age and wise.
I’﻿﻿﻿d spin cruel stories of past day of bliss
then give my own hands covert exercise
and send her home to bed without a kiss.
 

     5. L’﻿﻿﻿Addition
 
30 for the play and 10 for gins,
10 for two cabs and 40 for the eats,
at least the metro home was freezer-cold,
at least the Broadway Local still had seats
at 96th, the local went express.
I blistered home ten sockless humid blocks
back to my solo digs for solo sex.
I got this poem for my 90 bucks."
1829,The Rain,Robert Creeley,"All night the sound had
come back again,
and again falls
this quiet, persistent rain.
 
What am I to myself
that must be remembered,
insisted upon
so often? Is it
 
that never the ease,
even the hardness,
of rain falling
will have for me
 
something other than this,
something not so insistent—
am I to be locked in this
final uneasiness.
 
Love, if you love me,
lie next to me.
Be for me, like rain,
the getting out
 
of the tiredness, the fatuousness, the semi-
lust of intentional indifference.
Be wet
with a decent happiness."
1830,Southern Bred,Charles Ghigna,"In the backyard
of my father’﻿s house
a hen’﻿s warm neck
once filled the center
of my pale fist.

Her place on the stump
still wears my shadow
like a stain."
1831,The Tunnel,Robert Creeley,"Tonight, nothing is long enough—
time isn’﻿t.
Were there a fire,
it would burn now.
 
Were there a heaven,
I would have gone long ago.
I think that light
is the final image.
 
But time reoccurs,
love—and an echo.
A time passes
love in the dark."
1832,The Whip,Robert Creeley,"I spent a night turning in bed,
my love was a feather, a flat
 
sleeping thing. She was
very white
 
and quiet, and above us on
the roof, there was another woman I
 
also loved, had
addressed myself to in
 
a fit she
returned. That
 
encompasses it. But now I was
lonely, I yelled,
 
but what is that? Ugh,
she said, beside me, she put
 
her hand on
my back, for which act
 
I think to say this
wrongly."
1833,13 December,Kate Greenstreet,"She considers a field. She considers a field and buys it. Let her have the fruit of her hands.


 


We come down from the mountains. Yellow trees, green trees. I was leaving Earth but, before I did, I had to get rid of all my animals. My main one, my main model for behavior, was my snake. He was attached to the bottom of my foot but had become dangerous seeming and I was afraid he would bite me if he got the chance. My sister was there and I said, “Before I leave, I have to get rid of all my animals,” thinking maybe she’d help me. I said, “My horse, my frog, my snake…” but didn’t mention I was worried about how to dislodge my snake safely. As I was waking up, I thought of going to a place where they could give the snake a shot to knock it out or even kill it before they tried to get it off my foot. Which seemed like a pretty good idea, though inconvenient."
1834,7 December,Kate Greenstreet,"Men are trading their bullets for worms.


“I spent a lifetime building.”


 


We come down from the mountains. We brought eggs, a table, a windowshade. There were times when we couldn’t bring anything. So many people.


 


As you were walking up the hill and I was walking down, we almost passed each other. But I grasped your arm and backed up. You said: “This is what I look like now.”


﻿"
1835,Arroyo: Flash Flood,John Unterecker,"The canyon walls close in again,
slant light a silver glare in brown water.
The water is only knee deep, but when the boy reaches the
   boulders—
purple dark, silvered by the smash of brute water—
water will tear at his chest and arms.
The walls of the canyon are brilliant in late light.
They would have glared red and gold for his drowned camera:
splashed blood to his left, to his right a wall of sun laddered
   with boulders.
 
More than boulders.    Some stranger once fought down this
   cliffside,
his rope of twisted dry vines strung boulder to boulder,
clifftop to arroyo.    Escape.    Escape maybe.    Maybe bones
   in the desert.
I think of hands scuffed raw from the braiding.
 
Almost….  Water froths over the boulders,
tugs at the boy’s footing.       Almost….
The blood cliff to his left blinds him.    Blind nails scrape at
    two boulders,
a torn vine whipping somewhere above him.
 
He wedges knees against polished rock, pressing up, clawing
    slick stone.
Now.    Rope cutting his hand, he skids underwater:
silver and froth, a film of bright blood staining his eyes.
But he drags hand over hand up out of the water, climbing
    the sun
hand over hand, the ancient vines holding,
boulders for foothold, up out of that canyon."
1836,Beautiful Habit,Tom Raworth,"(for Ed and Jenny) ﻿

greetings
as the door opened
ticking
 
please listen to this
food alone for all
the f.b.i. will continue
 
maybe you dozed off
i hung by that phone all night
suppose he talks
 
*
 
vida
 
later
 
aria
 
*
 
once upon a time
not looking for any thing
 
*
 
you’re on
your own
it’s off
it’s on
 
*
 
perhaps it means
ragged like that
golda my-yeer
         pre-meer
 
*
 
and pour the old box
down a drain
 
*
 
too  much news
said the news
 
*
 
r e  o l e
 
*
 
it’s us
or rust
listener
 
*
 
deep
 
personal
 
regret
 
looking
 
up
 
monday
 
*
 
we can save
your head or your body
we can shave
 
*
 
even
his admission
is
a subtle lie
 
*
 
in suspense
what is cut into
the smallest of the
 
*
 
grinding
 
to fill
 
a prescription
 
*
 
drum to the wobble and a roll on the sea
come to mind an article of light
distance through distance unfinished
 
*
 
piano
 
*
 
willing to believe
 
*
 
national
 
anthem
 
hearer
 
*
 
perfect rhyme to some
 
all cars
 
kept in doors
 
*
 
sophisticated
newsmen
show how
it could have been
 
*
retreat
from the swiss
legation
 
*
 
numbers
for an event
 
*
 
corruption
why not?
 
*
 
infinite
 
detail
 
is no more real
 
*
 
thought
 
             against
 
                          power
 
*
 
answer
 
 
it
 
*
 
hooked
to just another
piece of tape
hooked
to just one more
little piece of tape
 
*
 
through words in to
no
record
 
 
*
 
writer
 
righter
 
riter
 
*
 
am:
 
i
 
on replay?
 
*
 
all you
do is
expand
the system
 
*
 
a polaroid
of la
with the wrong
voice print
 
*
 
astronaut
amazed
at what
was expected"
1837,Chronic,D. A. Powell,"were lifted over the valley, its steepling dustdevils
the redwinged blackbirds convened
vibrant arc their swift, their dive against the filmy, the finite air
 
the profession of absence, of being absented, a lifting skyward
then gone
the moment of flight: another resignation from the sweep of earth
 
jackrabbit, swallowtail, harlequin duck: believe in this refuge
vivid tips of oleander
white and red perimeters where no perimeter should be
 
 
 
               here is another in my long list of asides:
why have I never had a clock that actually gained time?
that apparatus, which measures out the minutes, is our own image
                         forever losing
 
and so the delicate, unfixed condition of love, the treacherous body
the unsettling state of creation and how we have damaged—
isn’t one a suitable lens through which to see another:
               filter the body, filter the mind, filter the resilient land
 
 
 
and by resilient I mean which holds
              which tolerates the inconstant lover, the pitiful treatment
the experiment, the untried & untrue, the last stab at wellness
 
choose your own adventure: drug failure or organ failure
cataclysmic climate change
or something akin to what’s killing bees—colony collapse
 
more like us than we’d allow, this wondrous swatch of rough
 
 
 
why do I need to say the toads and moor and clouds—﻿
in a spring of misunderstanding, I took the cricket’s sound
 
and delight I took in the sex of every season, the tumble on moss
the loud company of musicians, the shy young bookseller
anonymous voices that beckoned to ramble
             to be picked from the crepuscule at the forest’s edge
 
until the nocturnal animals crept forth
             their eyes like the lamps in store windows
                          forgotten, vaguely firing a desire for home
 
hence, the body’s burden, its resolute campaign:  trudge on
 
and if the war does not shake us from our quietude, nothing will
 
I carry the same baffled heart I have always carried
             a bit more battered than before, a bit less joy
for I see the difficult charge of living in this declining sphere
 
 
 
by the open air, I swore out my list of pleasures:
sprig of lilac, scent of pine
the sparrows bathing in the drainage ditch, their song
 
the lusty thoughts in spring as the yellow violets bloom
              and the cherry forms its first full buds
the tonic cords along the legs and arms of youth
              and youth passing into maturity, ripening its flesh
growing softer, less unattainable, ruddy and spotted plum
 
 
 
daily, I mistake—there was a medication I forgot to take
there was a man who gave himself, decently, to me & I refused him
 
in a protracted stillness, I saw that heron I didn’t wish to disturb
was clearly a white sack caught in the redbud’s limbs
 
I did not comprehend desire as a deadly force until—
              daylight, don’t leave me now, I haven’t done with you—
                            nor that, in this late hour, we still cannot make peace
 
 
 
if I, inconsequential being that I am, forsake all others
how many others correspondingly forsake this world
 
 
 
               light, light: do not go
I sing you this song and I will sing another as well
 
 
 
﻿"
1838,Gaslight,Tom Raworth,"a line of faces borders the strangler’s work
heavy european women
mist blows over dusty tropical plants
lit from beneath the leaves by a spotlight
mist in my mind a riffled deck
 
of cards or eccentrics
was i
a waterton animal my head
is not my own
 
poetry is neither swan nor owl
but worker, miner
digging each generation deeper
through the shit of its eaters
to the root – then up to the giant tomato
 
someone else’s song is always behind us
as we wake from a dream trying to remember
step onto a thumbtack
 
two worlds – we write the skin
the surface tension that holds
                                       you
                                       in
what we write is ever the past
 
curtain pulled back
a portrait behind it
is a room suddenly lit
 
looking out through the eyes
at a t.v. programme
of a monk sealed into a coffin
 
we close their eyes and ours
and still here the tune
 
moves on
 
 
 
﻿"
1839,[The giant takes us﻿]﻿,Kate Greenstreet,"The giant takes us
down. A man with no arms.
Unbreakable.
 
What made today
is concordant,
transforms
the brief decisive phase we call fear.
 
I look to that whited-over part and see a face.
Then I look to the black and
see the same face.
 
 There were tunnels…chambers
 beneath some of the sidewalks…page after page of places…
  
The last thing you think of.
Won’t be my fluffy blonde hair.
 
We have his ear.
He was the first boy I knew. The liberation.
Which I remember
from sand. The pail shape. The whole world’s washed out.
 
These words: take refuge.
What I mean by dream in this case is
his last dream.
And you see no land, you’re that far away.
 
Someone coughs
in my first life.
Someone must have noticed
how like you he is…
 
First you can’t be heard
Then you can’t hear
Then you can’t dial
Then you can’t turn it off
 
 You pose a question, I repeat it.
 And as always with speech, one is blind.
 
As a reflector, as of cloth or
thick flecked glass, as slats—
You asked though
 
about the self.
There were fireflies,
and the corn cut to the nubs. The windows
shook, we saw a flash of light…
 
then the tiniest
feckles
of rain
 
after we waited
all day."
1840,Gracious Living          ‘Tara’ ﻿,Tom Raworth,"lonely as four cherries on a tree
at night, new moon, wet roads
a moth or a snowflake
whipping past glass
 
lonely as the red noses of four clowns
thrust up through snow
their shine four whitened panes
drawn from imagined memory
 
lonely as no other lives
touching to recorded water
all objects stare
their memories aware
 
lonely as pain
recoiling from itself
imagining the cherries
and roses reaching out"
1841,Hospital,John Unterecker,"I. PULSE


 


Light over the Hudson recovers a Caribbean I have


       never seen.


We list islands: Molokai, Oahu, Kauai; St. Lucia,


       Haiti….


The surf folds tunnels of light


while a hand folds over a wrist (tell-tale pulse),


counting. The long tunnel is a wrist of blown spume.


 


It is like a dance, I think, this silence full of questions.


Pulse-beat; pulse-beat.     Pulse.     Pulse.


 


I push my hair back into the memories of palm trees,


brushing my hands and my  hair on the islands.


 


 


2. NIGHT MUSIC

Garlic and sapphires in the mud...


                                  T.S. Eliot


 


The window opens onto a fire escape.


The Sausage Manufacturers’ Chamber Group, scattered


      among potted geraniums and dying petunias,


plays Hindemith’s 
Kleine Kammermusik
. The oboist,


his briefcase full of knockwurst and reeds, is suffering


      from hiccups.


The cheerful notes—hiccups on oboe—float in through


      the window.


Ralph turns in bed, a flailing arm upsetting the urinal.


Perhaps he is awake.           A pale German shepherd


      leaps through the window,


over the bars of the hospital bed, and begins to lick


      Ralph’s feet.


Why are Ralph’s feet out of the covers? The dog looks


      up, and says “Ralph,”


and walks up Ralph’s stomach to stare in his eyes.


“Where is your bone?” Ralph says; but the dog curls up


      under Ralph’s left arm and falls asleep.


“Why not?” Ralph thinks. The musicians have departed,


only a faint odor of garlic lingering on the windowsill.


“I could call you Fritz,” Ralph says to the sleeping dog,


“﻿or Cokie or maybe even Pepe. But I’ll call you Ralph.”


This time the music comes through the window


      without hiccups and without garlic.


 


 


3. THE INVENTIONS OF SLEEP


 


A telephone call begins on the television set:


You are in a phone booth, headlights in the distance,


behind you couples strolling in a park. We almost know 


      each other’s names,


and I think about children moving out of darkness into


      patches of light then back into darkness.


Their voices are a murmur under your soft voice.


      “I’m tired now,” you say; “I haven’t been called before.”


 


In Manitoba winter, in loose snow thrown up by the


      Canadian Pacific, elk burrow down,


their great antlers caught in the dining car lights. Their


       heads turn to each other in snow,


muzzles, flanks touching under the snow line.


 


If I am asleep, your voice is folded under my arm,


and I whisper, “sleep well,” watching the antlers turn


      to each other in loose snow,


the summer voices blurred by city traffic.


 


 


4. THE DARK, THE DREAM


 


At 11:15, I will follow the last corridor into darkness.


At 10:30, when I had spoken to the darkness for the


        first time, I had asked the darkness the names


of all the corridors, calling your name into every closed


         door.


But tonight all of the doors are windows.


 


         Hide and seek:


 


               Helen     George     Barbara     Tom     Sheryl


         of patches of fog on an Irish lake,


                Roger watching swans vanish.


          Muffie dancing       Jim climbing the switchback


              trail into light.


                  Margaret and Mike dealing the cards, Janet


                   asleep.


 


Lights go on and off back of the windows: I call your


      name at the head of each corridor.


                …not windows.


Vyvian hands me the negatives: ten seconds:


Theone on the far side of the car:      four a.m., truth


      balanced on a steering wheel;


ten seconds: my mother’s body falling toward darkness,


the dead child falling, Bob Pawlowsky falling:        I


        have no goodbye.


 


 


. . .


 


11:15: hide and seek, and the long corridor darkening


        against night’s invention echo lengthening.


—my way now, calling.


 


 


5. SCARS


 


That little scar I’ll never see on the left underside of my


   heart


or the almost-closed arteries opening and closing like


   baby mouths


or the good artery, a tiny flow talking about


   tomorrow….


 


Strange in the garden, watching two boys wrestle in


    long grass,


their wheelchair friend in zebra-striped pajamas watching


    the wrestling,


all three in the hungry shade of a magnolia.


Binoculars:


The boy in striped pajamas’ dense shouts: shouting,


    shouting:


“Quit it, you cocksuckers! They won’t even let you


    
walk
 on the grass. Quit!”


They are hidden by the magnolia. I cannot hear them.


The long magnolia branches wrestle like boys’ white


    arms and legs.


 


That scar in the groin: hernia. Punched hole in the


    groin: heart catheter.


The new scar throat to belly.


 


Now they have helped the zebra boy back into the


    wheelchair


and, pushing him up the hospital ramp, take turns


    bumping shoulders.


“Quit it you pricks! Do you want me thrown out of the


   place?”


 


I listen to my casual heart beating veins into arteries;


    then I approach the zebra and his friends.


 


In Africa, wildebeest, impala, warthog gather at the


    waterhold, nudging shoulders.


The gaunt flat-topped trees cast lion shadows,


vultures circling. Where are the sabre tooth tiger, the


    mastodon?


 


I think of America cemented coast to coast, white


    jet-trail scars for sky,


a loveliness of footprints jumbled on spring grass.


 


 


6. POST-OPERATIVE (1)


 


Fever again: 101           slow footsteps


on the beach. The footsteps are a conversation in the


    waves.


“Come. I’m here.”    I am walking toward the


    long-haired woman


wrestling already her bright shoulders’ turning.


On the shore, gaunt lovers wrestle bone against bone,


rib cages interlocked, bone grinding:


slow footsteps           music on dry sand


 


 


7. POST OPERATIVE (2)


 


Joy crusted with pain:


   fresh lava


   breaking through


   a shifting black map


   in the crater pit:


           Mauna Ulu: New Mountain.


 


   Seabird, seabird, fly the old lava. In long light, at the foot of the pali, press in on the 40-foot spine, legs wrapping heads; arms, torso, genitals cradled in legs, a 40-foot snake, chain of love, birth chain, twisting in the long ocean light, an arm under the dark cloud brushing generations of lovers. Seabird, seabird, fly in on a long stroke of cold light.


 


 


8. POST-OPERATIVE (3): THE ELEVATOR


 


Elevator: a hand on my shoulder, a hand on the


    wheelchair, hands brushing my hair…


or the blown hair of a woman shouldered in


    sea-foam…


elk burrowing in loose snow…


or a mouth opening, closing       mouths meeting.


 


In one step, I am free, my feet firm.


This is Manhattan, the cement island, below me the


    Hudson roped in pale rain.


Three boys break into a run, dodging taxis.


Their jeans are tight wet skins, their wet faces masks.


“Run fast!”


The towers of the hospital shape sky.


 


Haiti, Kauai, Manhattan—white shoulders of the sea


   breaking down every island.


 


A little box on a chain goes up and down:      up


    down.


 


      Once, in a dream, the elevator reached top floor, then shifted sideways, finding another shaft; at basement, it returned to floor 1, returned to basement, floor 1, basement, then floor 10, floor 11—sideways on floor 11, doors opening into mouths.


 


A mouth in my heart says a name, calling. Then


    another, another.


 


I brush dry sand from my arms that are streaming rain,


turning toward Broadway."
1842,Lemon Tree,Landis Everson,"A tree that grew in the Garden of Eden
a tree of innocence called
the Tree of Good and Evil. It was harmless
 
as opposites are in balance. It was also
tasteless,
the taste of innocence before it is betrayed.
When God removed the wall
 
he gave the lemon thorns and bitterness because it had
no hostility.
It is a taste we want most to subdue. It asks
to be left alone.
We use it with fish and tea. We sugar it.
 
Look out the window. It stands with a donkey’s
stance, hoping the day will pass.
Its scent through the curtains
cuts through
mustiness, sharp
with sweet blossoms. It hides the smell
of new babies.
﻿﻿"
1843,The University of Essex,Tom Raworth,"(for John Barrell) ﻿

1. gone to lunch back in five minutes
 
night closed in on my letter of resignation
out in the square one of my threads had broken loose
the language i used was no and no
while the yellow still came through, the hammer and the drills
 
occasionally the metabolism alters
and lines no longer come express
waiting for you what muscles work me
which hold me down below my head?
 
it is a long coat and a van on the horizon
a bird that vanishes    the arabic
i learn from observation is how to break the line
 
(genius creates surprises : the metropolitan
police band singing ‘bless this house’
 
as the filmed extractor fans inflate the house with steam
 
 
2. walking my back home
 
the wind
is the wind
is a no-vo-cain band
 
and the footstep
                          echoes
 
 i 
have conjured people
 
 
3. ah, it all falls into place
 
when it was time what he had left became a tile
bodies held shaped by the pressure of air
were clipped to his attention by their gestures
 
my but we do have powerful muscles
each of us equal to gravity

or sunlight that forces our shadows
into the pieces of a fully interlocking puzzle
 
 
4. good morning he whispered
 
the horrors of the horses are the crows
the bird flies past the outside the library
many heels have trapped the same way
he tolls, he lapsed with the light from so many trees
 
check the pattern swerves with the back
the tree that holds the metal spiral staircase swings
aloft the hand removes a book and checked it
for death by glasses or the angle food descends
 
 
5. the broadcast
 
she turns me on she turns on me
that the view from the window is a lake
and silent cars are given the noise of flies dying in the heat
of the library    the grass outside goes brown
in my head behind my glasses behind the glass in the precinct
thus, too, they whisper in museums and banks"
