,Title,Poet,Poem
209,Sleep,Meghan O'Rourke,"Pawnbroker, scavenger, cheapskate,
come creeping from your pigeon-filled backrooms,
past guns and clocks and locks and cages,
past pockets emptied and coins picked from the floor;
come sweeping with the rainclouds down the river
through the brokenblack windows of factories
to avenues where movies whisk through basement projectors
and children peel up into the supplejack twilight—
there a black-eyed straight-backed drag queen
preens, fusses, fixes her hair in a shop window on Prince,
a young businessman jingles his change
and does his Travis Bickle for a long-faced friend,
there on the corner I laughed at a joke Jim made.
In the bedroom the moon is a dented spoon,
cold, getting colder, so hurry sleep,
come creep into bed, let’s get it over with;
lay me down and close my eyes
and tell me whip, tell me winnow
tell me sweet tell me skittish
tell me No tell me no such thing
tell me straw into gold tell me crept into fire
tell me lost all my money tell me hoarded, verboten,
but promise tomorrow I will be profligate,
stepping into the sun like a trophy."
210,Sloth,Yusef Komunyakaa,"If you're one of seven 
Downfalls, up in your kingdom 
Of mulberry leaves, there are men 
Betting you aren't worth a bullet, 

That your skin won't tan into a good 
Wallet. As if drugged in the womb 
& limboed in a honeyed languor, 
By the time you open your eyes 

A thousand species have lived 
& died. Born on a Sunday 
Morning, with old-world algae 
In your long hair, a goodness 

Disguised your two-toed claws 
Bright as flensing knives. In this 
Upside-down haven, you're reincarnated 
As a fallen angel trying to go home."
211,SMOKE,Philip Levine,"Can you imagine the air filled with smoke?
 It was. The city was vanishing before noon
 or was it earlier than that? I can't say because
 the light came from nowhere and went nowhere. 

This was years ago, before you were born, before
 your parents met in a bus station downtown.
 She'd come on Friday after work all the way
 from Toledo, and he'd dressed in his only suit. 

Back then we called this a date, some times
 a blind date, though they'd written back and forth
 for weeks. What actually took place is now lost.
 It's become part of the mythology of a family, 

the stories told by children around the dinner table.
 No, they aren't dead, they're just treated that way,
 as objects turned one way and then another
 to catch the light, the light overflowing with smoke. 

Go back to the beginning, you insist. Why
 is the air filled with smoke? Simple. We had work.
 Work was something that thrived on fire, that without
 fire couldn't catch its breath or hang on for life. 

We came out into the morning air, Bernie, Stash,
 Williams, and I, it was late March, a new war
 was starting up in Asia or closer to home,
 one that meant to kill us, but for a moment 

the air held still in the gray poplars and elms
 undoing their branches. I understood the moon
 for the very first time, why it came and went, why
 it wasn't there that day to greet the four of us. 

Before the bus came a small black bird settled
 on the curb, fearless or hurt, and turned its beak up
 as though questioning the day. ""A baby crow,""
 someone said. Your father knelt down on the wet cement, 

his lunchbox balanced on one knee and stared quietly
 for a long time. ""A grackle far from home,"" he said.
 One of the four of us mentioned tenderness,
 a word I wasn't used to, so it wasn't me. 

The bus must have arrived. I'm not there today.
 The windows were soiled. We swayed this way and that
 over the railroad tracks, across Woodward Avenue,
 heading west, just like the sun, hidden in smoke."
212,Snakeskin,Liz Beasley,"Clouds thin into form: a hawk 
pulling a tail of rings—beads 
of an abacus, the mathematics 
of light—a lengthening spine, 
snakeskin no longer inhabited. 
All day I'm giving a name 
for what isn't there. Yet somewhere 
we've left our likeness, the hollow 
shapes of us. Even though the snake 
has slipped into the shade, 
the shed skin, deceptively whole, 
hidden in the sun-flecked grass, 
remembers what it once held."
213,Son of Fog,Dean Young,"When the fog burns off and the air's pulverized  
diamonds and you can see beyond the islands  
of forever!—far too dramatic for me. It hurts  
something behind my eyes near the sphenoid,  
not good. I prefer fog with fog behind it,  
uninflammable fog. Then there's no competition  
for brightness, no Byron for your Shelley,  
no Juno eclisping your Athena, no big bridge  
statement about bringing unity to landmasses.  
All the thought balloons are blank. The marching  
band can't practice, even a bird's got to get  
within five feet before it can start an argument.  
Like dead flies on the sill of an abandoned  
nursery, we too are seeds in the rattle  
of mortality. A foglike baby god  
picks it up, shakes it, laughs insanely  
then goes back to playing with her feet.  
I have felt awful cold and lonely and fog  
has been blotting paper to my tears.  
My dog is fog and I don't have to scoop  
its poop with my hand in a plastic bag.  
There are sensations that begin in the world,  
the mind responding with ideas but then  
those ideas cause other sensations.  
What a mess. We stand at the edge  
of a drop that doesn't answer back,  
fog our only friend although it's hell  
on shrimpboats. There, there, says the fog.  
Where, where? You can't see a thing."
214,Song,Mark Defoe,"I make the drive, walk the corporate walk, 
To do what I must and give what I got. 
I turn the chrome knob and I fill my slot. 
I talk and I joke, a regular guy 
I input and output and rarely ask why. 

It's pasta and wine at home in my flat. 
It's voice mail and e-mail, then feed the stray cat. 
Sometimes I go out and chat up the girls. 
Some want to tango, some manage a smile. 
Some come home and have safe sex for a while. 

My sweet IRA, my 401-k, 
Let me buy tickets to games, to a play— 
I go with the gang and don't get involved. 
I fly to St. Croix and stare at the sea. 
I travel first class. No day-tripper me. 

My stocks are diverse to ride out the storm. 
I buy what is solid, hew to the norm. 
My portfolio teaches how I should vote. 
I'm cautious in style, suspicious of trend. 
When weather turns foul I always come in. 

This is my choice, my new BoBo life. 
A two-career marriage, the tension, the strife— 
It didn't last long. We parted as pals. 
She got the condo. I got the car. 
She's a savvy, cool chick. She'll go really far. 

My folks live upstate, where I misspent my youth. 
They're tight with their money and long in the tooth. 
When I visit it's hard with so little to say. 
They miss me, they claim. They worry. They pray. 
But they seem relieved when I drive away."
215,Song of the Sea to the Shore,Robert Fanning,"Unraveling velvet, wave after wave, driven  
by wind, unwinding by storm, by gravity thrown—  
however, heaving to reach you, to find you, I've striven  
undulant, erosive, blown—  

or lying flat as glass for your falling clear  
down: I can't swallow you. So why  
have I felt I've reached you—as two reflected stars,  
surfaced, lie near—as if the sky's  

close element is one in me, where starfish  
cleave to stones—if you're so far?  
I've touched you, I know, but my rush        
subsides; our meetings only leave desire's  

fleeting trace. Every place I touch you  
changes shape. Shore, lie down—  
undo. I'll fill your thirsty bones with blue.  
I'll flood your every cave and we'll be one."
216,Stalin's Library Card,David Wojahn,"A recent piece in PRAVDA gives the library books checked out by Stalin between April and December, 1926. Much has been made of their oddity...
Robert Conquest

I

THE ESSENCE OF HYPNOSIS
(Paris: LeGrande, 1902) 

The woman has agreed to swallow pins,
and here, white-robed,
stands great Dr. Charcot,

pointing to the needles in her palm. The photo
makes them gleam. The stovepipe-hatted amphitheatre strains,

heads abob for better looks. She's about
to lap them like sugar, but the Doctor's minion

stays her hand; down her dress they glitter and rain.
And now from the murmuring crowd he procures a hat,

placing it upon her lap.
 Your child is crying.
 Can you soothe him? Tenderly the hat's caressed.

To and fro she rocks it as she sings—a case
of ""simple congestive hysteria."" He is dying,

 woman, your child is dying! The tears cascade,
her shoulders twitch and tremble. Diagnosis confirmed.
 
II

SYPHILLIS: ITS DETECTION, HISTORY, AND TREATMENT—ILLUSTRATED
(Munich: Insel Verlag, 1922) 

""The shoulders twitch and tremble at the tertiary stage,
signalling generally the advent of paresis.""

Comrade Stalin tamps his pipe and struts
the carpet to the phone, having marked another passage

with red pen. Do not put him through, I said.
 I am trying to relax. The receiver's slammed down:

collectivization can wait.
He re-cracks the spine,
relights the merscham to Nietzsche gone mad,

to Schumann demented, to sepias of six noseless
Neopolitans, an aged whore whose arms are candlewax,

spirochettes that marinate the blood, x-es
and arrows to mark their swim. His pulse

crescendos and his forehead glistens,
x and asterisks—
all night the margins redden.
 
III

THE RIGHT TO KILL
(Moscow: Bezbozhnik, third ed., 1913) 

X and asterisk: shorthand all night flowing
out the stenographer's hand. Agent Shivarov:

 Why do you think we've arrested you? He cups
his face in his hands while Mandelstam fidgets, blowing

on his tea to cool it.
 Could it be your poems?
(The bulb's faint hum, the stenographer's cough.)

On the desk a bulging file, from which Shivarov
removes a smudged carbon, sliding it toward Mandelstam

along the tabletop. A recitation, please?
The hand begins to quiver as the carbon blues

his palm—
""the Kremlin mountaineer ... the thick worms
of his fingers ... executions on his tongue like berries.""

 Do you recognize yourself as guilty of composing tracts
of counter-revolutionary nature? And the blue hand shakes.
 
IV

IS RESURRECTION OF THE DEAD POSSIBLE?
(London: Theosophy International, 1921) 

Against the table the cadaver thrashes: its blue arms quiver—
a little. More voltage to the genitals.

and a kind of erection is achieved, which Dr. Lysenko
duly notes, yet Lazarus does not stir,

exactly.
One week to Comrade Stalin's visit,
and the demonstrations must impress:

too much voltage and the corpses combust,
too little and the limbs remain inert

as noodles. Notes scratched on his clipboard, the doctor
scowls to his humpbacked assistant, who hits

the switch.
And Lazarus sizzles—flames emit
from the electroded temples. The good doctor swears

and flails his arms, as the corpse performs
its own suttee. The corpse has the final word.
 
V

RITUAL MURDER AMONG THE JEWS
(St. Petersburg: Grani Vot, 1910) 

 Do not wait until we force you: we will have the final say.
Begin your confession.
Precise as a slide rule

and always natural as the smell of dill—
interrogation, too, is art. Babel sways

upon his stool, his neck goes limp. The aesthetics
of confession must be formalist:

The Trotskyist Babel will weep and stutter but list
in the end his cohort spies.
Yet first he must wake.

Cold water to the face, a truncheon to the legs
and the writer's block is over. The singing

commences with the truncheon's sting,
the singing and the singing and the singing—

its own dark Kaddish, its own crematorium smoke.
 The verdict is final, the case is closed.
 
VI

PRACTICAL VERSIFICATION
(Moscow: Nova Mysl, 1908) 

Should the couplets be open or should they be closed?
The day requires signatures, decrees.

He longs for verse, but must speak in prose.
All the endless signatures.
A photo shoot: he poses

with pen in hand, the Pravda newsman on his knees.
Should the couplets be open or should they be closed?

Signatures of every sort, the pace never slows.
The State revised, rewritten endlessly.

He hungers for verse but lives by prose,
Redrafted, retouched. The coffins set in rows

like Red Square parades, marching to infinity.
Should the couplets be open
or should they be closed?

Late in the Kremlin, his desk lamp glows.
So much to excise, he's up until three.

(O to live by verse instead of prose.)
The drafts soar upward. On his desk the pile grows

skyscraper high, Babel tower and gallows tree.
O sentence in verse, O sentence in prose.

Should the couplets be open or should they be closed?
 
VII

PROPOSAL FOR REVISION OF THE FIRST SOVIET ENCYCLOPEDIA
(Moscow: Kommunisticheskoy Partii, 1926) 

The people can be made to swallow anything.
For example Comrade Yezhov,
Special Marshal

of the Secret Police, has been shot. He will
now require closure, require editing.

His service to the party, his Trotskyite past,
all must now be excised, even his birth

converted to white space.
And first
his face must pentimento down to nothingness.

No longer can he pose with Comrade Stalin
admiring the Moscow-Volga Canal. Now he is water.

No longer at His right in parades at Red Square.
Now he is air, is brickwork on the viewing stand.

And now the past itself is air, is water, and finally fire,
whitening to ash.
 In his fat fingers its pages flare."
217,The Stars Are,Samuel Menashe,"The stars are   
Although I do not sing   
About them—   
The sky and the trees   
Are indifferent   
To whom they please   
The rose is unmoved   
By my nose   
And the garland in your hair   
Although your eyes be lakes, dies   

Why sigh for a star   
Better bay at the moon   
Better bay at the moon . . .   
Oh moon, moon, moon"
218,Stationed,Albert Goldbarth,"It's the other ones, who soon enough return  
to being happy after the funeral, that are nearest  
to their own deaths—in their gaiety  
and everyday distraction, they're so open  

and unguarded . . . anything could enter them;  
could claim them. It's the ones who weep  
incessantly that are saved for now, the ones  
who have taken a little of it  

into their systems: this is how  
inoculation works. And sorrow is difficult,  
a job: it requires time to complete.  
And the tears?—the salt  

of the folk saying,  
that gets sprinkled over the tail feathers  
and keeps a bird from flying;  
keeps it stationed in this world."
219,Staying Power,Jeanne Murray Walker,"In appreciation of Maxim Gorky at the International Convention of Atheists, 1929

Like Gorky, I sometimes follow my doubts
outside to the yard and question the sky,
longing to have the fight settled, thinking
I can't go on like this, and finally I say

all right, it is improbable, all right, there
is no God. And then as if I'm focusing
a magnifying glass on dry leaves, God blazes up.
It's the attention, maybe, to what isn't there

that makes the emptiness flare like a forest fire
until I have to spend the afternoon dragging
the hose to put the smoldering thing out.
Even on an ordinary day when a friend calls,

tells me they've found melanoma,
complains that the hospital is cold, I say God.
God, I say as my heart turns inside out.
Pick up any language by the scruff of its neck,

wipe its face, set it down on the lawn,
and I bet it will toddle right into the godfire
again, which—though they say it doesn't
exist—can send you straight to the burn unit.

Oh, we have only so many words to think with.
Say God's not fire, say anything, say God's
a phone, maybe. You know you didn't order a phone,
but there it is. It rings. You don't know who it could be.

You don't want to talk, so you pull out
the plug. It rings. You smash it with a hammer
till it bleeds springs and coils and clobbery
metal bits. It rings again. You pick it up

and a voice you love whispers hello."
220,Subject to Change,Marilyn L. Taylor,"A reflection on my students

They are so beautiful, and so very young 
they seem almost to glitter with perfection, 
these creatures that I briefly move among. 

I never get to stay with them for long, 
but even so, I view them with affection: 
they are so beautiful, and so very young. 

Poised or clumsy, placid or high-strung, 
they're expert in the art of  introspection, 
these creatures that I briefly move among— 

And if their words don't quite trip  off the tongue 
consistently, with just the right inflection, 
they remain beautiful. And very young. 

Still, I have to tell myself it's  wrong 
to think of them as anything but fiction, 
these creatures that I briefly move  among— 

Because, like me, they're traveling  headlong 
in that familiar, vertical direction 
that coarsens beautiful, blackmails young— 
the two delusions we all move among."
221,Suburban Pastoral,Dave Lucas,"Twilight folds over houses on our street;  
its hazy gold is gilding our front lawns,  
delineating asphalt and concrete  
driveways with shadows. Evening is coming on,  
quietly, like a second drink, the beers  
men hold while rising from their plastic chairs  
to stand above their sprinklers, and approve.  

Soon the fireflies will rise in lucent droves—  
for now, however, everything seems content  
to settle into archetypal grooves:  
the toddler's portraits chalked out on cement,  
mothers in windows, finishing the dishes.  
Chuck Connelly's cigarette has burned to ashes;  
he talks politics to Roger in the drive.  

""It's all someone can do just to survive,""  
he says, and nods—both nod—and pops another  
beer from the cooler. ""No rain. Would you believe—""  
says Chuck, checking the paper for the weather.  
At least a man can keep his yard in shape.  
Somewhere beyond this plotted cityscape  
their sons drive back and forth in borrowed cars:  

how small their city seems now, and how far  
away they feel from last year, when they rode  
their bikes to other neighborhoods, to score  
a smoke or cop a feel in some girl's bed.  
They tune the radio to this summer's song  
and cruise into the yet-to-exhale lung  
of August night. Nothing to do but this.  

These are the times they'd never dream they'll miss—  
the hour spent chasing a party long burned out,  
graphic imagined intercourse with Denise.  
This is all they can even think about,  
and thankfully, since what good would it do  
to choke on madeleines of  temps perdu  
when so much time is set aside for that?  

Not that their fathers weaken with regret  
as nighttime settles in—no, their wives  
are on the phone, the cooler has Labatt  
to spare; at nine the Giants play the Braves.  
There may be something to romanticize  
about their own first cars, the truths and lies  
they told their friends about some summer fling,  

but what good is it now, when anything  
recalled is two parts true and one part false?  
When no one can remember just who sang  
that song that everybody loved? What else?  
It doesn't come to mind. The sprinkler spits  
in metronome; they're out of cigarettes.  
Roger folds up his chair, calls it a day.  

The stars come out in cosmic disarray,  
and windows flash with television blues.  
The husbands come to bed, nothing to say  
but  'night . Two hours late—with some excuse—  
their sons come home, too full of songs and girls  
to notice dew perfect its muted pearls  
or countless crickets singing for a mate."
222,Subway Seethe,J. Allyn Rosser,"What could have been the big to-do
that caused him to push me aside
on that platform? Was a woman who knew
there must be some good even inside
an ass like him on board that train?
Charity? Frances? His last chance
in a ratty string of last chances? Jane?
Surely in all of us is some good.
Better love thy neighbor, buddy,
lest she shove back. Maybe I should.
It's probably just a cruddy
downtown interview leading to
some cheap-tie, careerist, dull
cul-de-sac he's speeding to.
Can he catch up with his soul?
Really, what was the freaking crisis?
Did he need to know before me
if the lights searching the crowd's eyes
were those of our train, or maybe
the train of who he might have been,
the person his own-heart-numbing,
me-shoving anxiety about being
prevents him from ever becoming?
How has his thoughtlessness defiled
who I was before he shoved me?
How might I be smiling now if he'd smiled,
hanging back, as though he might have loved me?"
223,Sugar Dada,J. Allyn Rosser,"Go home. It's never what you think it is,
The kiss, the diamond, the slamdance pulse in the wrist.
Nothing is true, my dear, not even this

Rumor of passion you'll doubtless insist
On perceiving in my glance. Please just
Go. Home is never what you think it is.

Meaning lies in meaning's absence. The mist
Is always almost just about to lift.
Nothing is truer. Dear, not even this

Candle can explain its searing twist
Of flame mounted on cool amethyst.
Go on home—not where you think it is,

But where you would expect its comfort least,
In still-black stars our century will miss
Seeing. Nothingness is not as true as this

Faith we grind up with denial: grist
To the midnight mill; morning's catalyst.
Come, let's go home, wherever you think it is.
Nothing is true, my dear. Not even this."
224,Suitcase Song,Albert Goldbarth,"John-O was given a key to the apartment. The deal
was this: if Phil died suddenly, and John-O heard,
he would rush on over, enter the apartment, leave
unseen with Phil’s brown suitcase, and secretly pitch it
into the mounded deeps of the city dump.
Simply, there were things that Phil didn’t want
to hurt his family with. Do you have yours?
I have mine. The brown suitcase. Sasha’s sister,
on her deathbed—dinky, frail, just a mild
skim-milk trickle of a hospice patient—
tensed, sat up, and unloosed
such confessional invective that it seemed the walls
and the sheets would have to be splattered in shit,
her cancer having acted with the harsh, disbursing
force of a tornado on the brown and hard-shelled
suitcase in her electrochemical memory webs.
Is yours secure? from love? from sodium pentathol?
Last year, when a tornado hit our fringe
of downtown businesses, the air was alive for counties around
with the downward dance of naked canceled checks,
handwritten notes, hotel receipts, e-mail transcripts,
smeary Polaroids, a swirl of lacy underwisps
that jellyfished the skies, and from The G-Spot Shoppe
a rain of plastic pleasure aids, of which one prime example
pierced a cow between the eyes and struck her dead.

Maybe AIDS—I wasn’t sure. But he was dying,
 that was sure: as dry as a stick of human chalk,
and making the terrible scritch-sound of a stick of chalk,
in his throat, in the community air, in the room
across from Sasha’s sister. Something . . . hidden
in the trace of rundown aura still around him
as we chatted there one morning . . . a tv? a sissyboy tv?
I wasn’t sure, but it was obvious
his life-chalk held a story not yet written,
not confessed yet
for this storyniverous planet.
And when I remembered my mother’s own
last days . . . the way a person is a narrative,
the strength of which is either
revelation or withholding. It was summer, and the garden
at the nursing home was fat with summer’s pleasures:
flowered mounds like reefs of coral,
bees as globular as whole yolks.
In her room, my mother disappeared a breath
at a time, and everything else was only a kind of scenery for that.
The wink of pollen in the light. The birds. Their feather-lice.
The bursting spores. Those opened-up
cicada husks abandoned on the patio
—the small, brown, unlocked luggage
that’s completed its work in this world."
225,The Sun,Dan Chiasson,"There is one mind in all of us, one soul, 
   who parches the soil in some nations 

but in others hides perpetually behind a veil; 
   he spills light everywhere, here he spilled 

some on my tie, but it dried before dinner ended. 
   He is in charge of darkness also, also 

in charge of crime, in charge of the imagination. 
   People fucking do so by flicking him 

off and on, off and on, with their eyelids 
   as they ascertain their love's sincerity. 

He makes the stars disappear, but he makes 
   small stars everywhere, on the hoods of cars, 

in the ommatea of skyscrapers or in the eyes 
   of sighing lovers bored with one another. 

Onto the surface of the world he stamps 
   all plants and animals. They are not gods 

but it is he who made us worshippers of every  
   bramble toad, black chive we find. 

In Idaho there is a desert cricket that makes 
   a clock-like tick-tick when he flies, but he 

is not a god. The only god is the sun, 
   our mind, master of all crickets and clocks."
226,Swifts,Gerald Stern,"Bing Crosby died in Spain
 while playing golf with Franco
 but who could care less, and at this
 writing only a few of
 my dear ones are gone—ah I
 could make a sad list—the swifts,
 as if to prove a point,
 fly into the light and make
 a mockery out of our darkness.
 They scream for food but in
 the world of shadows they only
 make a quick motion; I have
 studied them—the whiter
 the wall is—the barer the bulb—
 the more they scream, the more
 they dip down. I have made
 my two hands into a shape
 and I have darkened the wall
 to see what it looks like—I have
 shortened my two broken fingers
 to make the small tail and twisted
 the knuckles sideways so when
 they come in to eat one shadow
 overtakes the other, that way
 I can live in the darkness
 with Franco's poisonous head
 and Crosby's ears, who fainted,
 a thousand to one, behind a
 number two club, though no swift
 died for him, well, for them,
 digging for clubs. I watch the
 birds every night; they fly
 in a great circle, much larger
 than what I can see, their dipping
 is what I dreaded in front of
 my plain white wall—I say it
 for the nine hundred Americans
 who died in Spain. I thought
 I'd have to wait forever
 to do them a tiny justice
 and listen to their songs
 and die a little from the foolhardy
 mournful words, flying down
 one air current or another
 and doing the sides of buildings
 and tops of trees, the low-lying
 straggling dogwood, the full-bodied
 huge red maple, my dear ones."
227,Symphony of a Mexican Garden,Grace Hazard Conkling,"1. THE GARDEN Poco sostenuto in A major 
                        The laving tide of inarticulate air. 

                     Vivace in A major 
                        The iris people dance. 

2. THE POOL    Allegretto in A minor 
                        Cool-hearted dim familiar of the dove. 

3. THE BIRDS   Presto in F major 
                        I keep a frequent tryst. 

                     Presto meno assai 
                        The blossom-powdered orangeitree. 

4. TO THE MOON Allegro con brio in A major 
                            Moon that shone on Babylon. 

TO MOZART

What junipers are these, inlaid 
   With flame of the pomegranate tree? 
The god of gardens must have made 
   This still unrumored place for thee 
To rest from immortality, 
   And dream within the splendid shade 
Some more elusive symphony 
   Than orchestra has ever played. 

I In A major 
Poco sosteniao 

The laying tide of inarticulate air 
Breaks here in flowers as the sea in foam, 
But with no satin lisp of failing wave: 
The odor-laden winds are very still. 
An unimagined music here exhales 
In upcurled petal, dreamy bud half-furled, 
And variations of thin vivid leaf: 
Symphonic beauty that some god forgot. 
If form could waken into lyric sound, 
This flock of irises like poising birds 
Would feel song at their slender feathered throats, 
And pour into a grey-winged aria 
Their wrinkled silver fingermarked with pearl; 
That flight of ivory roses high along 
The airy azure of the larkspur spires 
Would be a fugue to puzzle nightingales 
With tool-evasive rapture, phrase on phrase. 
Where the hibiscus flares would cymbals clash, 
And the black cypress like a deep bassoon 
Would hum a clouded amber melody. 

But all across the trudging ragged chords 
That are the tangled grasses in the heat, 
The mariposa lilies fluttering 
Like trills upon some archangelic flute, 

The roses and carnations and divine 
Small violets that voice the vanished god, 
There is a lure of passion-poignant tone 
Not flower-of-pomegranate—that finds the heart 
As stubborn oboes do—can breathe in air, 
Nor poppies, nor keen lime, nor orange-bloom. 

What zone of wonder in the ardent dusk 
Of trees that yearn and cannot understand, 
Vibrates as to the golden shepherd horn 
That stirs some great adagio with its cry 
And will not let it rest? 
                                       0 tender trees, 
Your orchid, like a shepherdess of dreams, 
Calls home her whitest dream from following 
Elusive laughter of the unmindful god! 

Vivace 

The iris people dance 
Like any nimble faun: 
To rhythmic radiance 
They foot it in the dawn. 
They dance and have no need 
Of crystal-dripping flute 
Or chuckling river-reed,— 
Their music hovers mute. 
The dawn-lights flutter by 
All noiseless, but they know! 

Such children of the sky 
Can hear the darkness go. 
But does the morning play 
Whatever they demand— 
Or amber-barred bourré
Or silver saraband? 

THE POOL

II. In A minor 
Allegretto 

Cool-hearted dim familiar of the doves, 
   Thou coiled sweet water where they come to tell 
Their mellow legends and rehearse their loves, 
   As what in April or in June befell 
 of, —friend of Dryades 
   Who lean to see where flower should be set 
      To star the dusk of wreathed ivy braids, 
         They have not left thy trees, 
   Nor do tired fauns thy crystal kiss forget, 
      Nor forest—nymphs astray from distant glades. 

Thou feelest with delight their showery feet 
   Along thy mossy margin myrtle-starred, 
And thine the heart of wildness quick to beat 
   At imprint of shy hoof upon thy sward: 
Yet who could know thee wild who art so cool, 
   So heavenly—minded, templed in thy grove 
      Of plumy cedar, larch and juniper? 
         O strange ecstatic Pool, 
What unknown country art thou dreaming of, 
   Or temple than this garden lovelier? 

Who made thy sky the silver side of leaves, 
   And poised its orchid like a swan—white moon 
Whose disc of perfect pallor half deceives 
   The mirror of thy limpid green lagoon, 
He loveth well thy ripple-feathered moods, 
   Thy whims at dusk, thy rainbow look at dawn! 
      Dream thou no more of vales Olympian: 
         Where pale Olympus broods 
   There were no orchid white as moon or swan, 
   No sky of leaves, no garden—haunting Pan! 

THE BIRDS

Ill In F major 
Presto 

I keep a frequent tryst 
With whirr and shower of wings: 
Some inward melodist 
Interpreting all things 
Appoints the place, the hours. 
Dazzle and sense of flowers, 
Though not the least leaf stir, 
May mean a tanager: 
How rich the silence is until he sings! 

The smoke-tree’s cloudy white 
Has fire within its breast. 
What winged mere delight 
There hides as in a nest 
And fashions of its flame 
Music without a name? 
So might an opal sing 
If given thrilling wing, 
And voice for lyric wildness unexpressed. 

In grassy dimness thatched 
With tangled growing things, 
A troubadour rose-patched, 
With velvet-shadowed wings, 
Seeks a sustaining fly. 
Who else unseen goes by 
Quick-pattering through the hush? 
Some twilight-footed thrush 
Or finch intent on small adventurings? 

I have no time for gloom, 
For gloom what time have I? 
The orange is in bloom; 
Emerald parrots fly 
Out of the cypress-dusk; 
Morning is strange with musk. 
The wild canary now 
Jewels the lemon-bough, 
And mocking-birds laugh in the rose’s room. 

THE ORANGE TREE

In D Major 
Presto meno assai 

The blossom-powdered orange tree, 
   For all her royal speechlessness, 
Out of a heart of ecstasy 
   Is singing, singing, none the less! 

Light as a springing fountain, she 
   Is spray above the wind-sleek turf: 
Dream-daughter of the moon’s white sea 
   And sister to its showered surf! 

TO THE MOON

IV In A major 
Allegro con brio 

Moon that shone on Babylon, 
Searching out the gardens there, 
Could you find a fairer one 
Than this garden, anywhere? 
Did Damascus at her best 
Hide such beauty in her breast? 

When you flood with creamy light 
Vines that net the sombre pine, 
Turn the shadowed iris white, 
Summon cactus stars to shine, 
Do you free in silvered air 
Wistful spirits everywhere? 

Here they linger, there they pass, 
And forget their native heaven: 
Flit along the dewy grass 
Rare Vittoria, Sappho, even! 
And the hushed magnolia burns 
Incense in her gleaming urns. 

When the nightingale demands 
Word with Keats who answers him, 
Shakespeare listens—understands— 
Mindful of the cherubim; 
And the South Wind dreads to know 
Mozart gone as seraphs go. 

Moon of poets dead and gone, 
Moon to gods of music dear, 
Gardens they have looked upon 
Let them re-discover here: 
Rest—and dream a little space 
Of some heart-remembered place!"
228,Tea-Strainer,Joyelle McSweeney,"Leaf-keep, un-sibyl; if the soul 
 Has the weight of a swallow, what less 
 Has the weight of a sip? You equal 
 This riddle, unposed in your dish 
 As a hand at rest in a lap. Held to, 
 You hold back what can't be 
 Prevented, what's no more palatable 
 For that: the unfine; formerly, our future."
229,Tenderness and Rot,Kay Ryan,"Tenderness and rot   
share a border.   
And rot is an   
aggressive neighbor   
whose iridescence   
keeps creeping over.   

No lessons   
can be drawn   
from this however.   

One is not   
two countries.   
One is not meat   
corrupting.   

It is important   
to stay sweet   
and loving."
230,That Child,David Wagoner,"That child was dangerous. That just-born 
    Newly washed and silent baby 
         Wrapped in deerskin and held warm 
Against the side of its mother could understand 
    The language of birds and animals 
         Even when asleep. It knew why Bluejay 
Was scolding the bushes, what Hawk was explaining 
   To the wind on the cliffside, what Bittern had found out 
         While standing alone in marsh grass. It knew 
What the screams of Fox and the whistling of Otter 
    Were telling the forest. That child knew 
         The language of Fire 
As it gnawed at sticks like Beaver 
    And what Water said all day and all night 
         At the creek's mouth. As its small fingers 
Closed around Stone, it held what Stone was saying. 
    It knew what Bear Mother whispered to herself 
         Under the snow. It could not tell 
Anyone what it knew. It would laugh 
    Or cry out or startle or suddenly stare 
         At nothing, but had no way 
To repeat what it was hearing, what it wanted most 
    Not to remember. It had no way to know 
         Why it would fall under a spell 
And lie still as if not breathing, 
    Having grown afraid 
         Of what it could understand. That child would learn 
To sit and crawl and stand and begin 
    Putting one foot forward and following it 
         With the other, would learn to put one word 
It could barely remember slightly ahead 
    Of the other and then walk and speak 
         And finally run and chatter, 
And all the Tillamook would know that child 
    Had forgotten everything and at last could listen 
         Only to people and was safe now."
231,Then Too There Is This,J. Allyn Rosser,"joy in the day's being done, however   
clumsily, and in the ticked-off lists,   
the packages nestling together,   
no one home waiting for dinner, for   
you, no one impatient for your touch   
or kind words to salve what nightly   
rises like heartburn, the ghost-lump feeling   
that one is really as alone as one had feared.   
One isn't, not really. Not really. Joy   
to see over the strip mall darkening   
right on schedule a neon-proof pink   
sunset flaring like the roof of a cat's mouth,   
cleanly ribbed, the clouds laddering up   
and lit as if by a match struck somewhere   
in the throat much deeper down."
232,Thinking about the Enemy,J. P. White,"In the beginning we could hear their swords cutting jewels 
From the protected orchard while our children heard fine teeth 
Dragging along empty granary floors. Between us and them 
Stands the great wound, swallowing all tears, all voices. 

Transfixed or transformed by this pain? We never know because 
Who can slip through the gate without throwing a shadow 
Toward both the past and present? Fire, flood, famine— 
All we've wished upon them a thousand times, still they inch 

Back and taunt us with their persistence. We track them down 
To a quick end. More come. And the old memories grow new. 
The future seems already written with a pen of iron. The book 
Unreadable, immense. The enemy has become our masterpiece."
